,business_categories,business_city,business_full_address,business_id,business_latitude,business_longitude,business_name,business_neighborhoods,business_open,business_review_count,business_stars,business_state,business_type
5005,Auto Repair; Automotive; Body Shops,Chandler,"1985 S Alma School Rd
Chandler, AZ 85286",wCQ4bTfeBjHhwfASBkOkWA,33.277017,-111.857122,Greulich's Automotive,,True,6,4.0,AZ,business
5006,Pets; Pet Stores,Maricopa,"21145 N John Wayne Pkwy
Maricopa, AZ 85138",j-XjFrtBIp9ti06XytSNfg,33.070554,-112.044347,Pet Club,,True,3,3.5,AZ,business
5007,Home Services; Contractors,Phoenix,"13229 S 48 St
Ste 2065
Phoenix, AZ 85044",N1TjlVTCdWvy0e8qEQh9Hg,33.326163,-111.978604,Belville Concrete,,True,3,5.0,AZ,business
5008,Elementary Schools; Education; Preschools,Tempe,"3249 S Birchett Dr
Tempe, AZ 85282",LzvmdiJFMGM1Z25S4Sm3bw,33.3932555,-111.8843322,Dobson Montessori Schools,,True,3,3.5,AZ,business
5009,Chinese; Restaurants,Chandler,"5865 W Ray Rd
Chandler, AZ 85226",wF4FeAIFZUyyhNiaKKNXEQ,33.3187306943108,-111.94338798523,Szechuan Cuisine,,False,19,4.0,AZ,business
5010,Tobacco Shops; Shopping,Mesa,"1211 N Country Club Dr Ste 6
Mesa, AZ 85201",xtZtRykCA-ha_5rKCefXkw,33.436829,-111.839696,Grasshopper's Smoke Shop,,True,3,2.5,AZ,business
5011,Mexican; Restaurants,Phoenix,"2401 W Bethany Home Rd
Phoenix, AZ 85015",lRzoAhDhcyCeOGrWntXqsw,33.523726,-112.110791,Julioberto's,,True,3,3.5,AZ,business
5012,Restaurants; Italian,Chandler,"68 W Buffalo St
Chandler, AZ 85225",hoDG7g0Qxqje0dP_7MqpHQ,33.3046998,-111.8423994,La Stalla Cucina Rustica,,True,70,4.0,AZ,business
5013,Women's Clothing; Men's Clothing; Fashion; Shopping; Jewelry,Tempe,"414 S Mill Ave
Ste 108
Tempe, AZ 85281",CigrbWrQmnuf5Bl6MYp8Aw,33.425938,-111.940346,Yucatecan Imports,,True,6,4.5,AZ,business
5014,Active Life,Tempe,"Tempe Town Lake
1 W Rio Salado Pkwy
Tempe, AZ 85281",RFAcGpV3m63LbUG-pi0Evg,33.4358405,-111.95467,Ironman Arizona,,True,11,4.5,AZ,business
5015,Burgers; Hot Dogs; Restaurants,Scottsdale,"32409 N Scottsdale Rd
Scottsdale, AZ 85262",YUV08PQk7Vk96r9Q0b3XAw,33.7789868,-111.9257692,Blu Burger Grille,,True,35,3.5,AZ,business
5016,Food; Delis; Bagels; Restaurants,Phoenix,"34640 N Valley Pkwy
Phoenix, AZ 85086",lJe-zPM4U572nVI0eAN4Fw,33.7988269,-112.1293761,Hot Bagels and Deli,,True,22,4.5,AZ,business
5017,Food; Ice Cream & Frozen Yogurt,Phoenix,"4810 E Ray Rd
Phoenix, AZ 85044",eOdWWusx4vheAPCKbUKzTw,33.3213169,-111.9798318,Fruttia Fresh Fruit Frozen Yogurt,,True,4,3.5,AZ,business
5018,Pizza; Restaurants,Buckeye,"7707 SW. US Highway 85
Buckeye, AZ 85326",oKPRY3pQ-G6gmcbfE0splw,33.376011,-112.57161,Tavola Pizza,,True,3,3.5,AZ,business
5019,Food; Bagels,Phoenix,"Phoenix Sky Harbor International Airport
3800 E Sky Harbor Blvd
Phoenix, AZ 85034",uAIZtyGIC1hX4i3Ukmhf6w,33.4355778480343,-111.999499797821,Einstein Bros Bagels,,True,7,3.5,AZ,business
5020,Beauty & Spas; Nail Salons,Glendale,"6030 W Behrend Dr
Ste 131
Glendale, AZ 85308",ISkukkcFdHgjy_Wnma9ZxA,33.665863,-112.187126,Nail Depot & Spa,,True,4,3.0,AZ,business
5021,Food; Coffee & Tea,Phoenix,"17 E Dunlap Ave
# 2
Phoenix, AZ 85020",4eFIVmbeCvJGCrhzmd-VYA,33.5675286,-112.0731019,Grinders Coffee Company,,True,29,4.0,AZ,business
5022,Fast Food; Mexican; Restaurants,Mesa,"311 W Main St
Mesa, AZ 85201",YDOCUDowvLzQtDdg7w3esw,33.4149425,-111.8397168,La Salsita,,True,6,3.5,AZ,business
5023,Cards & Stationery; Arts & Crafts; Flowers & Gifts; Shopping; Event Planning & Services,Scottsdale,"7135 E Cambelback Rd
Ste 105
Scottsdale, AZ 85251",MZwXlmqnDXJ_ppUYaL9VTg,33.5019817,-111.9276185,Swoozie's,,False,3,3.5,AZ,business
5024,Mexican; Restaurants,Anthem,"39510 N Daisy Mountain Rd
Ste 170
Anthem, AZ 85086",uPDTnuR-sOi47blHH943lg,33.844328,-112.133957,Roberto's Authentic Mexican Food,,True,65,4.0,AZ,business
5025,Hair Salons; Beauty & Spas,Phoenix,"4221 E Chandler Blvd
Phoenix, AZ 85048",UFURlL_Q5PYEGwmnZWAQow,33.3050704,-111.9918344,Crimpers Salon,,True,5,3.5,AZ,business
5026,Sandwiches; Restaurants,Scottsdale,"15090 N Northsight Blvd
Scottsdale, AZ 85260",RB4oT9LkJV3kNSzePgwg2Q,33.6234319,-111.8965508,Fresh Salad Company,,False,3,2.0,AZ,business
5027,Hair Salons; Beauty & Spas,Chandler,"3002 N Arizona Ave
Chandler, AZ 85225",_TJGY39JZkeQuHw53ySsPg,33.351089,-111.84303,Santa Fe Hair Company,,True,3,4.5,AZ,business
5028,Restaurants; Italian,Glendale,"4935 W Glendale Ave
Ste 17
Glendale, AZ 85301",UuBlHg1Mk0jonBSQPHfD0w,33.53807,-112.166508,Nostalgi'a Cancione E Vino,,True,13,3.5,AZ,business
5029,Burgers; Restaurants,Phoenix,"602 E Greenway Pkwy
Phoenix, AZ 85022",En2GuQV7FoOGHhXX5SMEBg,33.6378813,-112.0658945,Wendy's,,True,7,2.5,AZ,business
5030,Mexican; Restaurants,Phoenix,"8925 N 12th St
Phoenix, AZ 85020",ZQdSGPdEGXPbCWrmJSNm-Q,33.5666111,-112.0567004,Oaxaca Restaurant,,True,5,3.0,AZ,business
5031,Chinese; Restaurants,Peoria,"7575 W Cactus Rd
Peoria, AZ 85381",EljtR0HL1PSNjm2CebisoA,33.594892,-112.222145,Hope Kee,,True,23,3.5,AZ,business
5032,Chinese; Restaurants,Scottsdale,"9160 E Shea Blvd
Ste 101
Scottsdale, AZ 85260",zxqvU415r_RtZRKDtdbIKQ,33.58348,-111.883526,Jade Palace,,True,72,3.5,AZ,business
5033,Bars; American (Traditional); Nightlife; Lounges; American (New); Restaurants,Scottsdale,"Hotel Valley Ho
6850 E Main St
Scottsdale, AZ 85251",tdeHd2AVYlEnz9F1UGb84Q,33.492914,-111.933566,Cafe ZuZu,,True,130,4.0,AZ,business
5034,Contractors; Home Services; Pool Cleaners,Phoenix,"Phoenix, AZ 85050",66Odm4q0Yu3aAJv_GeEp5g,33.6629442,-112.0182329,Seablu Pool & Spa Services,,True,3,5.0,AZ,business
5035,Women's Clothing; Men's Clothing; Fashion; Shopping; Shoe Stores,Surprise,"14020 W Bell Rd
Surprise, AZ 85374",wdV0pJ4xNi60bME_pXK2dA,33.6388519,-112.361698,Kohl's Department Stores,,True,6,3.5,AZ,business
5036,Food; Coffee & Tea,Phoenix,"14 E Pierce St
Phoenix, AZ 85004",FnX5RbZA0Pv546dMOUDAUQ,33.4563262,-112.0737079,Royal At The Market,,True,44,4.5,AZ,business
5037,Restaurants; Pizza; Italian,Scottsdale,"4151 N Marshall Way
Scottsdale, AZ 85251",3yRq8DjiSt4lSPEonpSaLQ,33.4957243,-111.9287734,Bada Boom Pasta Room,,False,22,3.0,AZ,business
5038,Arts & Crafts; Shopping,Surprise,"13716 W Bell Road
Surprise, AZ 85374",CXHnDc0-HW6pqgbs6fhj7g,33.6387278,-112.3531725,Michaels,,True,6,3.0,AZ,business
5039,Burgers; American (Traditional); Restaurants,Phoenix,"2516 W Bell Rd
Phoenix, AZ 85023",nY2QBNMEfT3j68j-DHOGyg,33.640625,-112.112867,Waffle House Restaurant,,True,21,3.5,AZ,business
5040,Photographers; Event Planning & Services; Session Photography,Glendale,"7700 W Arrowhead Towne Ctr
Glendale, AZ 85308",s_UBDPEK_2xQBAsnAXngIg,33.6397913,-112.2245556,Kiddie Kandids,,True,3,2.0,AZ,business
5041,Fast Food; Restaurants,Phoenix,"3140 W Carefree Hwy
Phoenix, AZ 85086",y2wWQI1gx8Zu5pP_WZSR-A,33.7983161,-112.1282089,McDonald's,,True,5,3.0,AZ,business
5042,Vegetarian; American (New); Mediterranean; Restaurants,Phoenix,"2530 W Happy Valley Rd
Ste 1261
Phoenix, AZ 85085",7aS0iFpab3XHFQrRGMOKXw,33.713107,-112.113011,Pita Jungle,,True,36,4.0,AZ,business
5043,Hotels & Travel; Event Planning & Services; Venues & Event Spaces; Hotels,Chandler,"1200 W Ocotillo Road
Chandler, AZ 85248",2OXmEkZheyM3115zFT6zrg,33.248126,-111.866538,Holiday Inn Hotel Chandler,,True,3,4.0,AZ,business
5044,Food; Grocery,Glendale,"4308 W Bell Road
Glendale, AZ 85308",60i9h-gPKH1f0YC_bZXDhg,33.639487,-112.152653,Grocery Outlet,,True,4,4.0,AZ,business
5045,Professional Services; Landscape Architects; Home Services; Architects,Phoenix,"N 37th Pl
Ste A
Phoenix, AZ 85008",B4tFDUC7yPjQlwI1Gtj8qg,33.4752675947214,-112.00870513916,Harvest Design Group,,True,3,5.0,AZ,business
5046,Home Services; Real Estate; Apartments,Phoenix,"4111 N 21st St
Phoenix, AZ 85016",pvukd8Pn1lNbzezXmGyx-Q,33.4964316,-112.0366563,Verandas Apartments,,True,3,3.5,AZ,business
5047,Middle Eastern; Restaurants,Tempe,"1513 E  Apache Blvd
Tempe, AZ 85281",6oRAC4uyJCsJl1X0WZpVSA,33.414345,-111.913031,Haji-Baba,,True,265,4.5,AZ,business
5048,Day Spas; Massage; Beauty & Spas,Scottsdale,"7575 E Princess Dr
Scottsdale, AZ 85255",AtoMSHZ-lO7kxHRBdioMtA,33.6456173332673,-111.917118430138,Willow Stream Spa at the Fairmont,,True,43,4.5,AZ,business
5049,Chinese; Restaurants,Scottsdale,"9699 N Hayden Rd
Scottsdale, AZ 85258",wUPHVWGmoBU_gykHl1Kzxg,33.574508,-111.90429,Joyful Chinese Dining,,True,21,3.5,AZ,business
5050,Active Life; Dog Parks; Parks,Scottsdale,"5401 N Hayden Rd
Scottsdale, AZ 85250",_1QQZuf4zZOyFCvXc0o6Vg,33.5229446452242,-111.907886266708,Chaparral Dog Park,,True,88,4.5,AZ,business
5051,Health Markets; Food; Specialty Food,Glendale,"20260 N 59th Ave
Glendale, AZ 85308",QoTOOE-gVN4ELZU373qZxQ,33.670125,-112.187708,Gnc,,True,3,3.5,AZ,business
5052,Local Services; Fashion; Shopping; Printing Services,Gilbert,"2470 S Val Vista Dr
Ste 101
Gilbert, AZ 85295",tr_Fr0RHF45P-IBYZrNELQ,33.3054789,-111.7559746,Tees and More,,True,3,5.0,AZ,business
5053,Automotive; Gas & Service Stations,Buckeye,"540 S Watson Rd
Buckeye, AZ 85326",vbDtODkDsW1ogqkEzjcs-g,33.442131,-112.557111,Circle K,,True,4,4.0,AZ,business
5054,Mexican; Restaurants,Glendale,"17211 N 79th Avenue
Glendale, AZ 85308",y6uO4ydAwBHUujfiSktxZg,33.640246,-112.229329,Arriba Mexican Grill,,True,59,3.0,AZ,business
5055,Hotels & Travel; Event Planning & Services; Hotels,Scottsdale,"17010 N Scottsdale Road
Scottsdale, AZ 85255",-zRuiAAK1FpbQDcw1fbrUA,33.639595,-111.926432,Courtyard by Marriott,,True,4,3.5,AZ,business
5056,Burgers; Mexican; Restaurants,Phoenix,"2707 E Broadway Rd
Phoenix, AZ 85040",-b_VjHZmA7-8LVWp6z36VA,33.4068343,-112.0235948,Mim's Burger & Mexican Food,,True,21,3.5,AZ,business
5057,Asian Fusion; Hawaiian; Restaurants,Chandler,"7151 W Ray Rd
Chandler, AZ 85226",mhLN_oiJd7zq6eaOS1Nw1A,33.319377,-111.966307,Roy's Restaurant,,True,93,4.0,AZ,business
5058,Mexican; Restaurants,Phoenix,"5101 N 16th St
Phoenix, AZ 85016",0K35eGvzVRZEirNo5v_WfA,33.511239,-112.046757,Ajo Al's Mexican Cafe,,True,52,3.0,AZ,business
5059,Food; Department Stores; Grocery; Fashion; Shopping,Phoenix,"2435 E Baseline Rd
Phoenix, AZ 85042",0VHXNBdx-XIYUAob6QgtPA,33.376131,-112.029552,Wal-Mart Neighborhood Market,,True,7,3.5,AZ,business
5060,Tattoo; Piercing; Beauty & Spas,Tempe,"2722 S Alma School
Tempe, AZ 85281",_n11NXNA9GrQZR_l1GLomg,33.365327,-111.860206,Idle Hands Tattoo,,True,3,4.5,AZ,business
5061,Shopping; Drugstores,Phoenix,"1610 E Camelback Rd
Phoenix, AZ 85016",h-Ospc-uiMH8TLquTeAr3A,33.5094495,-112.0467981,CVS/pharmacy,,True,12,2.5,AZ,business
5062,Acupuncture; Doctors; Health & Medical; Naturopathic/Holistic,Tempe,"1250 E Baseline Rd
Ste 104
Tempe, AZ 85283",brYjO3MRubhhZgGdOatNEQ,33.3785626,-111.9181523,"Laurinda L Kwan, ND",,True,7,4.5,AZ,business
5063,Food; Food Delivery Services; Delis; Sandwiches; Restaurants,Glendale,"7708 W Bell Rd
Ste 105
Glendale, AZ 85308",iE1eq7kDacRwgvFZJmjfgw,33.638776,-112.225396,Jimmy John's,,True,37,3.0,AZ,business
5064,Department Stores; Grocery; Fashion; Shopping; Food; Mobile Phones,Mesa,"857 N Dobson Rd
Mesa, AZ 85201",-Bb1Xwd677TBSIPjw4x7oA,33.4320859998357,-111.864777803421,Walmart,,True,19,2.5,AZ,business
5065,Department Stores; Fashion; Shopping,Tempe,"5000 S Arizona Mills Cir
Tempe, AZ 85282",-F9-dpfu6eVuS7HGs1ptsQ,33.383123,-111.964485,Neiman Marcus Last Call,,True,11,3.0,AZ,business
5066,Hotels & Travel; Event Planning & Services; Hotels,Surprise,"12477 West Bell Road
Surprise, AZ 85374",FWribAwx3XDkDpaPIJkekw,33.637457,-112.328481,Days Inn Surprise Arizona,,True,4,4.5,AZ,business
5067,Food; Health Markets; Grocery; Specialty Food,Phoenix,"8040 N 19th Ave
Phoenix, AZ 85021",Hzd20nEBE7i-Dxd8Qg85cA,33.554251,-112.0998386,Sprouts Farmers Market,,True,27,4.0,AZ,business
5068,Burgers; Fast Food; Restaurants,Mesa,"1909 S Country Club Dr
Mesa, AZ 85210",Y_Y91oeUrIwYa18F8ey5NQ,33.38003,-111.839625,Culver's,,True,65,4.0,AZ,business
5069,Movers; Home Services,Phoenix,"1717 E. Maricopa Freeway
Phoenix, AZ 85034",qD6IeCiA0lYw8Yt85dVBNA,33.437384,-112.096872,"Horizon Moving Systems Of Arizona, Inc.",,True,3,4.0,AZ,business
5070,Fondue; Restaurants,Glendale,"19420 N 59th Ave
Glendale, AZ 85308",UHh2br86pxndWXELC6B8Cw,33.661675,-112.187061,The Melting Pot,,True,46,4.0,AZ,business
5071,Women's Clothing; Children's Clothing; Fashion; Shopping; Men's Clothing,Scottsdale,"Scottsdale Fashion Square
7014 East Camelback Road
Scottsdale, AZ 85251",u2TOqN1cau_e18Esigccvg,33.5025941,-111.9296765,Gap,,True,3,4.0,AZ,business
5072,Local Services; Shipping Centers,Scottsdale,"8902 E Via Linda
Ste 110
Scottsdale, AZ 85258",CvoAB3wTchy9j8CE1eEVWg,33.569585279088,-111.889003515244,PostNet,,True,3,5.0,AZ,business
5073,Restaurants,Phoenix,"3549 W Bell Road
Phoenix, AZ 85053",YHGpemLe7cbnPSubG-cRRg,33.6394827,-112.1368503,Burger King,,True,7,2.0,AZ,business
5074,Pizza; Restaurants,Mesa,"446 N. Higley Rd.
Mesa, AZ 85205",_Ex3OUT0CBJxmn7M_ihzjg,33.424008,-111.719639,Mafia Mike's Pizza,,True,3,2.0,AZ,business
5075,Arts & Entertainment; Cinema,Phoenix,"4915 East Ray Rd.
Phoenix, AZ 85044",2UfTG6BpFgeMREXQdAd_TQ,33.3197472,-111.978112,AMC Ahwatukee 24,,True,37,3.0,AZ,business
5076,Shopping; Office Equipment,Phoenix,"12841 N Tatum Blvd
Phoenix, AZ 85032",9zJbULB6K3nbo-2N5cKy9Q,33.6034882,-111.9780365,Office Max,,True,3,3.5,AZ,business
5077,Shopping; Wholesale Stores,Gilbert,"2887 S Market St
Gilbert, AZ 85296",uVMKdpleBePeFKjixU6AMQ,33.296095,-111.745647,Costco,,True,30,4.5,AZ,business
5078,Mexican; Restaurants,Phoenix,"530 E McDowell Rd
Ste 103
Phoenix, AZ 85004",D09yG6Z3gcsh24Qn7Y4gYA,33.4657117,-112.0657286,Chico's Tacos,,True,44,3.0,AZ,business
5079,Bars; Nightlife; Lounges,Scottsdale,"7320 Scottsdale Mall
Scottsdale, AZ 85251",E4Q-78EG6f2aRv7zGQLuAg,33.4932316,-111.9240949,J Chew & Company,,True,4,3.0,AZ,business
5080,Health & Medical; Hospitals; Restaurants,Phoenix,"19829 N 27th Ave
Phoenix, AZ 85027",JOWKc4zjacAnINGmKNhlPA,33.6657791,-112.1170476,Mendy's Place,,True,4,4.0,AZ,business
5081,Doctors; Health & Medical; Pediatricians,Mesa,"2152 S Vineyard
Ste 129
Mesa, AZ 85210",MmS6Bt9RBCUDHdw58i8cjA,33.375362,-111.8448436,Pueblo Pediatrics,,True,4,4.5,AZ,business
5082,Shopping; Office Equipment,Phoenix,"2760 W Peoria Avenue
Phoenix, AZ 85029",r-ErCNNuIen3ykZzw1PSsA,33.5821198,-112.1207056,Staples,,True,3,4.0,AZ,business
5083,Chinese; Restaurants,Gilbert,"2268 E Williams Field Rd Ste 109
Gilbert, AZ 85295",8b3Ug-wGiZBVml76JxGyoQ,33.307007,-111.74254,Panda Express,,True,5,3.0,AZ,business
5084,Auto Repair; Automotive; Oil Change Stations,Scottsdale,"7065 E Shea Blvd
Scottsdale, AZ 85254",cxez_hELhwSkHHj9VwL_Hw,33.581623,-111.928725,Jiffy Lube,,True,5,3.5,AZ,business
5085,Active Life; Gyms; Trainers; Fitness & Instruction,Scottsdale,"8929 E Indian Bend Rd
Scottsdale, AZ 85256",x0hUCS_TwfnOhKp-ZpB_EQ,33.5384031,-111.8888034,Mountainside Fitness,,True,12,4.0,AZ,business
5086,Chinese; Restaurants,Scottsdale,"8053 E Indian School Rd
Scottsdale, AZ 85251",08eBj_o6oTncJR0ylM8qSg,33.4948322,-111.9064691,Rice Garden,,True,5,4.0,AZ,business
5087,Restaurants; Pizza; Italian,Phoenix,"3102 E McDowell Rd
Phoenix, AZ 85008",PEHJjxdw11TGFma9Zhz3ng,33.466124,-112.015464,Red Devil,,True,55,3.5,AZ,business
5088,Food; Specialty Food; Meat Shops,Phoenix,"4635 E Cactus Road
Phoenix, AZ 85032",6l3UwgKhvhUfxMolobepDg,33.5991171,-111.9822783,Honeybaked Ham Company,,True,4,4.0,AZ,business
5089,Active Life; Dog Parks; Parks,Tempe,"8401 S Hardy Dr
Tempe, AZ 85284",0wcIW43ZFTeVFmRMvylZxQ,33.339532,-111.951338,Tempe Sports Complex,,True,14,4.5,AZ,business
5090,Tires; Automotive,Phoenix,"731 E Union Hills Drive
Phoenix, AZ 85024",NDEzqbWAKOxcZYYVJ0o7kQ,33.653763,-112.065023,Firestone Complete Auto Care,,True,3,4.0,AZ,business
5091,Tires; Automotive,Mesa,"2644 E University Drive
Mesa, AZ 85213",cEe7zcX3REFZsyCDmGqRqQ,33.422955,-111.7736106,Discount Tire,,True,3,4.0,AZ,business
5092,Hotels & Travel; Event Planning & Services; Hotels,Phoenix,"5215 W Willetta Street
Phoenix, AZ 85043",Avg7PU8_DBm0KfJ2t2lTzw,33.4644854,-112.1716413,Red Roof Inn,,True,6,3.5,AZ,business
5093,Active Life; Golf,Glendale,"21027 N 67th Ave
Glendale, AZ 85308",bMAjZwWjTXQhDvtJGEV2_Q,33.6759702,-112.20281,The Legend At Arrowhead Golf Course,,True,5,4.0,AZ,business
5094,Auto Repair; Automotive,Gilbert,"875 N McQueen Rd
Gilbert, AZ 85233",lFEhM9EdOoaz2XH--0txDw,33.365308,-111.823775,AAMCO - Transmissions & Auto Repair,,True,3,2.5,AZ,business
5095,Doctors; Medical Centers; Health & Medical,Phoenix,"5040 N 15th Ave
Ste 101 & 401
Phoenix, AZ 85015",MbFxBwpqiXRWSvoTXt6Erg,33.508272,-112.101726,Insight Imaging - Camelback,,True,6,2.5,AZ,business
5096,Buffets; Chinese; Restaurants,Phoenix,"5030 W McDowell Rd #50
Phoenix, AZ 85035",R9U8bZ84V-xPx3udCcU5jQ,33.466759,-112.167615,Best Wok Buffet,,True,6,2.5,AZ,business
5097,,Phoenix,"7509 N 12th Street
Phoenix, AZ 85020",Xhl9kV7_GtZdaVHJXlnucg,33.5461699,-112.0562325,Arizona American Italian Club,,True,3,4.5,AZ,business
5098,Shopping; Jewelry,Casa Grande,"503 E Florence Blvd
Casa Grande, AZ 85122",ventMCD2COUEOXrRPF1EWQ,32.8795324,-111.7472691,Sommers Jewelers,,True,4,4.5,AZ,business
5099,Active Life; Gyms; Fitness & Instruction,Mesa,"1807 S Sunview
Mesa, AZ 85206",Pka4ncyteQ0nmq82AgPrYg,33.3827486,-111.7063156,East Valley YMCA,,True,6,3.5,AZ,business
5100,Chicken Wings; Restaurants,Chandler,"5905 W Chandler Blvd
Chandler, AZ 85226",E1Pbi0RWfaeAaRXjBIX8Aw,33.3051209,-111.9434616,Wingstop,,True,13,3.0,AZ,business
5101,Barbeque; Restaurants,Avondale,"1473 N Dysart Rd
Ste 103
Avondale, AZ 85323",mTglPwCwp06cPmBE2nmgbw,33.4537199,-112.340385,Fritzi's Heart & Soul BBQ,,False,11,4.0,AZ,business
5102,Veterinarians; Pets,Phoenix,"34406 N 27th Dr
Ste 100
Phoenix, AZ 85085",jChJBT0MKKZeSk66HxZBdw,33.796232,-112.117989,Sonoran Foothills Pet Clinic,,True,4,5.0,AZ,business
5103,Food; Coffee & Tea,Phoenix,"15440 N 35th Ave
Phoenix, AZ 85053",oTNBCjEfGAGub9uENoMlqw,33.626198,-112.134029,Q's Coffee,,True,3,3.0,AZ,business
5104,Hotels & Travel; Event Planning & Services; Hotels,Peoria,"8473 W Paradise Ln
Peoria, AZ 85382",-5IgAihccTd8_iENVgpd9A,33.6368363,-112.236722,Comfort Suites,,True,3,3.5,AZ,business
5105,Dive Bars; Bars; Nightlife,Avondale,"1235 N Dysart Rd
Avondale, AZ 85323",_BO7_ulfZdLbknZBc1Tj0Q,33.446702,-112.340916,Wendy Jacks Hideaway,,True,3,3.5,AZ,business
5106,Event Planning & Services; Venues & Event Spaces,Phoenix,"4530 E Gold Dust Ave
Phoenix, AZ 85028",nuD9PU8V0-eVoy6rvdStzA,33.580029,-111.983829,The Legacy Ballroom,,True,3,5.0,AZ,business
5107,Vietnamese; Restaurants,Mesa,"1116 S Dobson Rd
Mesa, AZ 85202",2W2AwR-5z_jQ0Ihg9A5cPg,33.394432,-111.875578,Pho All Seasons,,True,11,4.0,AZ,business
5108,Pizza; Sandwiches; Restaurants,Phoenix,"777 E Thunderbird Rd
Ste 107
Phoenix, AZ 85022",Ch_2Ye0w4Q9l3VeVW7VNHA,33.607105,-112.063427,Market Bistro,,False,53,4.0,AZ,business
5109,"Videos & Video Game Rental; Books, Mags, Music & Video; Shopping; Adult",Chandler,"2050 N Alma School Rd
Ste 7
Chandler, AZ 85224",F78kWIJw1PrfS4CbB3qk4g,33.3358872,-111.8590672,Video Paradise,,True,12,5.0,AZ,business
5110,Restaurants,Phoenix,"3914 E Chandler Boulevard
Phoenix, AZ 85048",72pUqCkncwVVn65cIiX8aA,33.305666,-111.999568,Kfc,,True,3,2.5,AZ,business
5111,Food; Herbs & Spices; Specialty Food,Scottsdale,"4572-4642 N Goldwater Blvd
Scottsdale, AZ 85251",WYCOSLJ01bMUQXlBQlYSSw,33.5039929890522,-111.931327909323,Pepper Palace,,True,3,5.0,AZ,business
5112,Department Stores; Fashion; Shopping,Glendale,"5960 W Bell Rd
Glendale, AZ 85308",-fgp41smAIXPBzmWzpY1aQ,33.6387572,-112.1879,Stein Mart,,True,5,4.0,AZ,business
5113,Food; Coffee & Tea,Phoenix,"4225 E Camelback Rd
Phoenix, AZ 85019",BLgkoO4MKq00V2o9jOf5zw,33.5092093,-111.9885861,Carmel's Coffee & Bakery,,True,73,4.5,AZ,business
5114,Burgers; Fast Food; Restaurants,Scottsdale,"15768 N Pima Rd
Scottsdale, AZ 85260",FaFR-cMtfRgKk7NCRcZmYQ,33.6291077242617,-111.892104556574,McDonald's,,True,3,3.5,AZ,business
5115,American (Traditional); Restaurants,Tempe,"227 E Baseline Rd
Ste J7
Tempe, AZ 85283",usFRiWAy6rlqskSTPPxrwg,33.3782387,-111.936102,Fantasy Grill,,False,3,1.5,AZ,business
5116,Food; Coffee & Tea,Phoenix,"1722 W Van Buren St
Phoenix, AZ 85007",dXYLjLRg_wrq5lbp3nkfuA,33.4517257,-112.0967863,The Willow House,,False,11,3.0,AZ,business
5117,Bakeries; Food; Breakfast & Brunch; Restaurants,Mesa,"913 N Dobson Rd
Mesa, AZ 85201",6QWmwSHjCPpaDz8NmiP6RA,33.4340333,-111.8699401,International House of Pancakes,,True,11,4.0,AZ,business
5118,Bars; Sports Bars; Nightlife,Gilbert,"1520 W Warner Rd
Gilbert, AZ 85233",kotT1_DD7zsQXJndPtAl3Q,33.3353204,-111.8224713,1st Round Draft,,True,3,3.5,AZ,business
5119,Food; Bagels,Tempe,"1628 E Southern Ave
Ste 2
Tempe, AZ 85282",-hQ8iZygzi0iiTFUkHgiEA,33.3929982,-111.9127636,Back East Bagels,,True,45,3.5,AZ,business
5120,Sushi Bars; Restaurants,Tempe,"690 S Mill Ave
Tempe, AZ 85281",BL3SqCfSJuDTNDR9_b9NdQ,33.423414,-111.940495,Kanpai Sushi & Bar,,False,35,3.5,AZ,business
5121,Pediatric Dentists; Health & Medical; Dentists; General Dentistry,Phoenix,"4102 N 24th St
Ste 2
Phoenix, AZ 85016",_tx3bW0cC2xjOfn9FqlsXg,33.4949032,-112.0302201,Kids Dental Place,,True,3,4.5,AZ,business
5122,Bakeries; Food; Caterers; Event Planning & Services; Restaurants; Sandwiches,Tempe,"710 W Elliot Rd
Ste 101
Tempe, AZ 85284",lvM9OzZaZWo1gC8Mwcthjw,33.349676,-111.947591,Donna's Bakery Cafe,,True,31,4.0,AZ,business
5123,Hair Salons; Beauty & Spas,Surprise,"13794 W Waddell Rd
Surprise, AZ 85379",pyU4pTX19Rkbb23CG_tA5Q,33.6093014,-112.3560476,Great Clips,,True,8,4.0,AZ,business
5124,Auto Repair; Automotive,Phoenix,"22012 N 19th Avenue
Phoenix, AZ 85027",sSKPsZ1rhadPvBUSJw7BFQ,33.6858151,-112.0998835,Phoenix Body Works,,True,5,5.0,AZ,business
5125,Auto Repair; Automotive; Oil Change Stations,San Tan Valley,"2769 E Combs Rd
Bldg B
San Tan Valley, AZ 85142",7W5BJHSVeQYuCThwhlJE-w,33.21915,-111.536071,NAPA AutoCare Center,,True,4,5.0,AZ,business
5126,Italian; Pizza; Restaurants,Mesa,"5943 E McKellips Rd
C102
Mesa, AZ 85215",jXLzmOjHQ7rV-zrX7myA9w,33.461211,-111.699563,Desert Peaks Pizza & Grille,,True,7,3.0,AZ,business
5127,Bars; Restaurants; American (Traditional); Sports Bars; Nightlife,Mesa,"2730 E Baseline Rd
Mesa, AZ 85204",pas-y6Ki4gcxKfq2UhJGeQ,33.379574,-111.772697,Famous Sam's Restaurant & Sports Bar,,False,4,2.5,AZ,business
